,문화예술,스포츠,관광,취미오락,휴식,사회기타,여가비용,평일여가시간,휴일여가시간,평일여가충분도,휴일여가충분도,공공여가시설충분도,민간여가산업만족도,일과여가의균형_B,일과여가의균형_C,여가인식:삶의필수요건,여가인식:삶의영향력,성별 ,교육수준,배우자유무,주평균근무시간,여가생활만족도
8367,0.18181818181818182,0.23529411764705882,0.2727272727272727,0.29411764705882354,0.375,0.5,4.0,3.0,5.0,7,5,5.0,5.333333333333333,1,0,5,5,M,B,N,1.0,A
8368,0.09090909090909091,0.0,0.2727272727272727,0.23529411764705882,0.625,0.5,2.0,3.0,5.0,3,7,5.0,4.666666666666667,0,0,6,6,W,B,Y,1.0,A
8369,0.09090909090909091,0.1764705882352941,0.2727272727272727,0.29411764705882354,0.5,0.625,3.0,2.0,5.0,3,7,4.0,5.0,1,0,6,6,M,A,N,3.0,B
8376,0.09090909090909091,0.29411764705882354,0.4545454545454546,0.3529411764705882,0.125,0.25,4.0,1.0,2.0,6,5,6.5,6.333333333333333,1,0,6,7,M,B,Y,1.0,B
8383,0.09090909090909091,0.0,0.5454545454545454,0.4117647058823529,0.5,0.375,2.0,2.0,2.0,2,2,6.0,4.333333333333333,0,0,5,5,W,B,Y,0.0,B
8384,0.09090909090909091,0.1764705882352941,0.18181818181818182,0.3529411764705882,0.75,0.375,4.0,3.0,5.0,5,7,6.0,4.666666666666667,0,1,5,6,M,B,N,3.0,B
8387,0.09090909090909091,0.058823529411764705,0.36363636363636365,0.47058823529411764,0.75,0.625,3.0,5.0,5.0,5,6,4.5,5.0,0,1,6,7,W,B,Y,0.0,B
8390,0.09090909090909091,0.11764705882352941,0.36363636363636365,0.4117647058823529,0.75,0.5,2.0,1.0,3.0,4,5,3.5,4.666666666666667,1,0,5,5,W,B,Y,2.0,A
8392,0.18181818181818182,0.058823529411764705,0.4545454545454546,0.4117647058823529,0.625,0.5,3.0,2.0,5.0,4,4,3.5,3.3333333333333335,0,0,7,5,M,B,N,2.0,A
8398,0.09090909090909091,0.058823529411764705,0.2727272727272727,0.47058823529411764,0.625,0.5,3.0,4.0,5.0,5,5,2.5,3.0,0,1,5,5,M,B,N,0.0,A
8408,0.09090909090909091,0.11764705882352941,0.36363636363636365,0.5294117647058824,0.75,0.5,4.0,1.0,5.0,3,5,2.5,3.6666666666666665,0,1,5,5,M,A,Y,2.0,B
8410,0.09090909090909091,0.0,0.7272727272727273,0.47058823529411764,0.375,0.5,3.0,4.0,4.0,4,4,5.5,5.0,0,0,7,7,W,B,Y,0.0,A
8413,0.18181818181818182,0.11764705882352941,0.4545454545454546,0.3529411764705882,0.375,0.625,2.0,3.0,3.0,4,4,4.5,5.0,1,0,6,6,W,B,Y,1.0,A
8414,0.09090909090909091,0.11764705882352941,0.8181818181818182,0.29411764705882354,0.5,0.5,1.0,2.0,2.0,4,4,4.5,5.0,1,0,5,5,M,B,Y,2.0,B
8423,0.18181818181818182,0.1764705882352941,0.2727272727272727,0.1764705882352941,0.625,0.25,4.0,1.0,1.0,2,3,5.0,3.3333333333333335,0,0,5,5,W,B,Y,1.0,A
8426,0.18181818181818182,0.11764705882352941,0.18181818181818182,0.23529411764705882,0.375,0.375,2.0,1.0,2.0,6,5,5.0,4.666666666666667,0,0,6,6,M,A,N,0.0,B
8428,0.09090909090909091,0.11764705882352941,0.36363636363636365,0.23529411764705882,0.625,0.375,3.0,1.0,1.0,5,5,4.5,4.666666666666667,0,1,5,5,W,B,N,0.0,B
8429,0.18181818181818182,0.11764705882352941,0.18181818181818182,0.3529411764705882,0.5,0.375,3.0,1.0,1.0,2,3,4.0,4.333333333333333,1,0,6,6,M,B,N,0.0,A
8431,0.09090909090909091,0.11764705882352941,0.4545454545454546,0.11764705882352941,0.375,0.125,2.0,1.0,3.0,5,5,5.5,4.666666666666667,0,1,6,6,W,B,N,1.0,B
8432,0.18181818181818182,0.4117647058823529,0.0,0.47058823529411764,0.75,0.5,2.0,1.0,2.0,2,4,3.5,5.0,1,0,7,7,M,B,N,1.0,B
8437,0.09090909090909091,0.23529411764705882,0.18181818181818182,0.3529411764705882,0.75,0.375,3.0,1.0,2.0,4,4,4.0,5.333333333333333,1,0,5,5,M,B,N,0.0,B
8439,0.09090909090909091,0.058823529411764705,0.18181818181818182,0.5882352941176471,0.625,0.5,2.0,1.0,2.0,2,2,6.0,4.0,0,0,7,7,W,A,N,1.0,B
8440,0.09090909090909091,0.23529411764705882,0.36363636363636365,0.29411764705882354,0.875,0.5,4.0,2.0,3.0,3,4,3.0,4.0,0,1,6,6,M,A,Y,2.0,B
8443,0.09090909090909091,0.1764705882352941,0.0,0.23529411764705882,1.0,0.375,4.0,1.0,3.0,4,5,3.5,5.0,0,0,6,6,M,B,N,1.0,B
8446,0.18181818181818182,0.1764705882352941,0.2727272727272727,0.47058823529411764,0.5,0.125,4.0,1.0,1.0,4,4,4.0,5.0,1,0,6,6,W,B,Y,0.0,B
8449,0.09090909090909091,0.29411764705882354,0.18181818181818182,0.3529411764705882,1.0,0.25,2.0,1.0,1.0,3,3,4.0,6.0,0,0,5,5,M,B,N,0.0,A
8452,0.2727272727272727,0.29411764705882354,0.09090909090909091,0.1764705882352941,1.0,0.375,2.0,1.0,2.0,5,4,3.5,6.0,0,1,6,6,M,B,N,0.0,B
8453,0.09090909090909091,0.058823529411764705,0.0,0.11764705882352941,0.375,0.25,1.0,1.0,1.0,4,4,4.0,5.0,1,0,5,5,W,B,Y,0.0,A
8454,0.09090909090909091,0.11764705882352941,0.18181818181818182,0.23529411764705882,0.75,0.375,2.0,1.0,2.0,4,4,4.0,5.0,0,0,5,6,W,A,Y,0.0,A
8456,0.2727272727272727,0.11764705882352941,0.5454545454545454,0.47058823529411764,0.875,0.5,4.0,2.0,3.0,4,4,4.0,5.0,0,1,5,5,W,B,Y,0.0,B
8458,0.18181818181818182,0.1764705882352941,0.18181818181818182,0.3529411764705882,0.75,0.5,3.0,2.0,2.0,4,4,3.0,5.0,1,0,5,5,M,B,N,0.0,B
8459,0.09090909090909091,0.11764705882352941,0.18181818181818182,0.11764705882352941,1.0,0.375,2.0,1.0,3.0,4,4,4.0,5.0,0,0,5,5,M,B,Y,0.0,A
8461,0.09090909090909091,0.1764705882352941,0.5454545454545454,0.3529411764705882,1.0,0.375,4.0,1.0,2.0,4,4,4.5,5.0,1,0,6,6,M,A,Y,3.0,A
8462,0.18181818181818182,0.058823529411764705,0.36363636363636365,0.3529411764705882,0.75,0.625,3.0,1.0,3.0,4,4,4.0,5.0,1,0,5,5,W,B,N,3.0,A
8467,0.09090909090909091,0.3529411764705882,0.18181818181818182,0.29411764705882354,0.5,0.5,3.0,2.0,2.0,6,5,4.0,5.0,0,0,7,7,M,A,N,0.0,A
8468,0.36363636363636365,0.1764705882352941,0.36363636363636365,0.4117647058823529,0.5,0.375,1.0,2.0,1.0,4,3,5.0,5.333333333333333,1,0,6,6,W,B,Y,0.0,B
8472,0.5454545454545454,0.23529411764705882,0.36363636363636365,0.47058823529411764,0.75,0.375,4.0,2.0,2.0,2,2,3.0,6.666666666666667,0,1,7,7,W,B,N,0.0,A
8475,0.09090909090909091,0.23529411764705882,0.18181818181818182,0.1764705882352941,0.75,0.125,2.0,1.0,3.0,2,5,5.0,5.333333333333333,1,0,6,7,M,B,Y,2.0,B
8477,0.09090909090909091,0.1764705882352941,0.2727272727272727,0.11764705882352941,0.25,0.25,1.0,1.0,2.0,4,4,6.5,6.333333333333333,0,0,7,7,W,B,Y,1.0,A
8479,0.09090909090909091,0.23529411764705882,0.09090909090909091,0.1764705882352941,0.125,0.25,2.0,1.0,1.0,1,1,2.0,4.666666666666667,0,0,6,6,M,B,Y,0.0,A
8480,0.09090909090909091,0.058823529411764705,0.4545454545454546,0.1764705882352941,0.125,0.25,4.0,1.0,3.0,1,4,3.5,5.666666666666667,0,0,7,7,W,B,Y,1.0,A
8481,0.09090909090909091,0.11764705882352941,0.09090909090909091,0.058823529411764705,0.375,0.5,1.0,1.0,1.0,3,3,5.5,5.333333333333333,0,0,4,4,W,B,Y,1.0,A
8484,0.09090909090909091,0.058823529411764705,0.0,0.23529411764705882,0.75,0.375,1.0,2.0,2.0,3,6,4.5,6.0,0,0,5,6,W,B,Y,0.0,A
8487,0.09090909090909091,0.058823529411764705,0.18181818181818182,0.5294117647058824,0.75,0.5,3.0,3.0,4.0,3,7,3.0,5.0,0,1,5,6,W,B,N,0.0,B
8488,0.18181818181818182,0.058823529411764705,0.0,0.5294117647058824,0.5,0.5,1.0,2.0,3.0,5,6,4.0,6.333333333333333,0,0,5,7,W,A,N,1.0,A
8494,0.09090909090909091,0.058823529411764705,0.0,0.3529411764705882,0.5,0.375,2.0,5.0,5.0,7,7,3.0,5.0,0,1,6,6,M,A,N,0.0,B
8495,0.09090909090909091,0.11764705882352941,0.18181818181818182,0.47058823529411764,0.625,0.5,3.0,2.0,3.0,3,6,3.5,6.333333333333333,1,0,7,7,M,A,Y,2.0,B
8496,0.09090909090909091,0.29411764705882354,0.09090909090909091,0.4117647058823529,0.5,0.375,1.0,2.0,4.0,7,7,3.0,6.0,0,1,6,7,M,A,N,0.0,B
8498,0.09090909090909091,0.11764705882352941,0.0,0.1764705882352941,0.375,0.125,1.0,2.0,2.0,5,5,5.0,4.333333333333333,0,1,5,5,M,A,N,0.0,B
8499,0.2727272727272727,0.4117647058823529,0.2727272727272727,0.3529411764705882,0.625,0.5,1.0,2.0,2.0,4,5,5.0,6.333333333333333,0,1,6,6,M,B,N,0.0,A
8500,0.18181818181818182,0.4117647058823529,0.4545454545454546,0.3529411764705882,0.75,0.75,1.0,1.0,2.0,4,7,5.5,5.0,0,1,7,7,M,B,Y,2.0,B
8504,0.09090909090909091,0.058823529411764705,0.36363636363636365,0.29411764705882354,0.75,0.375,4.0,1.0,5.0,3,5,2.5,5.333333333333333,1,0,7,7,W,B,Y,0.0,B
8506,0.09090909090909091,0.1764705882352941,0.0,0.29411764705882354,0.375,0.375,2.0,2.0,5.0,5,6,5.0,5.333333333333333,0,1,7,7,M,B,N,0.0,B
8508,0.09090909090909091,0.11764705882352941,0.18181818181818182,0.23529411764705882,0.625,0.5,4.0,1.0,1.0,2,2,3.5,3.0,0,0,7,7,W,B,Y,0.0,B
8509,0.18181818181818182,0.058823529411764705,0.4545454545454546,0.29411764705882354,0.625,0.5,3.0,1.0,1.0,3,4,3.5,3.6666666666666665,1,0,6,6,W,B,Y,2.0,B
8510,0.09090909090909091,0.1764705882352941,0.18181818181818182,0.23529411764705882,0.75,0.5,3.0,1.0,1.0,2,2,3.5,4.666666666666667,0,1,6,7,W,B,Y,0.0,A
8511,0.2727272727272727,0.11764705882352941,0.18181818181818182,0.23529411764705882,0.75,0.5,4.0,1.0,2.0,3,4,7.0,4.666666666666667,1,0,6,6,W,A,Y,0.0,B
8512,0.09090909090909091,0.11764705882352941,0.0,0.29411764705882354,0.75,0.375,3.0,2.0,5.0,5,5,2.5,3.0,0,1,5,6,M,B,N,0.0,B
8513,0.09090909090909091,0.11764705882352941,0.2727272727272727,0.4117647058823529,1.0,0.625,1.0,1.0,2.0,2,2,2.5,2.6666666666666665,1,0,5,5,M,B,Y,1.0,A
8515,0.18181818181818182,0.23529411764705882,0.2727272727272727,0.4117647058823529,0.625,0.375,2.0,2.0,3.0,5,5,3.0,4.333333333333333,0,1,5,5,M,B,N,0.0,A
8518,0.2727272727272727,0.11764705882352941,0.36363636363636365,0.3529411764705882,0.5,0.5,2.0,1.0,2.0,3,5,3.5,4.666666666666667,1,0,6,6,M,B,N,2.0,B
8521,0.09090909090909091,0.1764705882352941,0.09090909090909091,0.3529411764705882,0.625,0.375,1.0,2.0,5.0,3,2,2.5,2.3333333333333335,0,0,5,6,M,A,N,2.0,A
8523,0.09090909090909091,0.11764705882352941,0.2727272727272727,0.5882352941176471,0.25,0.25,4.0,1.0,2.0,6,6,4.0,4.666666666666667,1,0,7,7,M,B,N,2.0,B
8524,0.5454545454545454,0.23529411764705882,0.36363636363636365,0.7058823529411764,0.75,0.625,3.0,3.0,5.0,6,7,2.0,6.0,1,0,7,7,M,B,N,0.0,B
8527,0.18181818181818182,0.0,0.0,0.4117647058823529,0.625,0.25,2.0,2.0,3.0,5,6,4.0,5.0,0,0,6,6,W,B,N,0.0,B
8528,0.18181818181818182,0.23529411764705882,0.4545454545454546,0.29411764705882354,0.625,0.375,4.0,2.0,4.0,5,6,6.0,5.666666666666667,1,0,6,6,M,B,N,2.0,B
8529,0.09090909090909091,0.058823529411764705,0.18181818181818182,0.29411764705882354,0.25,0.5,3.0,1.0,1.0,3,2,4.5,5.333333333333333,0,0,7,6,W,A,Y,0.0,A
8530,0.18181818181818182,0.11764705882352941,0.36363636363636365,0.23529411764705882,0.625,0.375,4.0,1.0,5.0,4,6,5.0,5.0,1,0,6,6,W,B,N,2.0,B
8531,0.09090909090909091,0.11764705882352941,0.36363636363636365,0.29411764705882354,0.875,0.5,4.0,1.0,3.0,4,4,5.0,4.0,0,0,6,6,W,B,N,1.0,A
8532,0.09090909090909091,0.058823529411764705,0.4545454545454546,0.4117647058823529,0.875,0.375,4.0,2.0,5.0,4,4,4.0,4.0,0,0,6,6,M,B,Y,1.0,B
8533,0.09090909090909091,0.29411764705882354,0.4545454545454546,0.4117647058823529,0.875,0.625,4.0,3.0,5.0,5,5,4.0,4.0,0,1,6,6,W,B,N,1.0,B
8534,0.09090909090909091,0.3529411764705882,0.09090909090909091,0.5294117647058824,0.625,0.375,3.0,1.0,3.0,4,5,1.5,4.666666666666667,0,0,7,7,M,B,N,1.0,A
8538,0.09090909090909091,0.23529411764705882,0.09090909090909091,0.4117647058823529,0.625,0.625,2.0,1.0,2.0,2,2,4.0,5.666666666666667,0,0,7,7,M,B,Y,1.0,A
8540,0.18181818181818182,0.23529411764705882,0.18181818181818182,0.29411764705882354,0.5,0.625,4.0,2.0,5.0,5,7,4.0,6.0,1,0,7,7,M,B,N,0.0,B
8544,0.2727272727272727,0.058823529411764705,0.09090909090909091,0.11764705882352941,0.25,0.25,2.0,2.0,4.0,4,6,2.5,5.0,1,0,7,7,M,A,N,0.0,B
8546,0.18181818181818182,0.058823529411764705,0.18181818181818182,0.1764705882352941,0.25,0.375,2.0,3.0,4.0,3,4,2.0,4.666666666666667,0,1,7,7,W,A,Y,0.0,B
8547,0.18181818181818182,0.11764705882352941,0.18181818181818182,0.11764705882352941,0.25,0.375,3.0,3.0,3.0,4,4,3.0,4.666666666666667,0,1,7,7,W,A,Y,0.0,B
8548,0.18181818181818182,0.11764705882352941,0.09090909090909091,0.1764705882352941,0.25,0.25,3.0,3.0,4.0,4,4,3.5,5.0,0,1,7,7,W,A,Y,0.0,B
8551,0.18181818181818182,0.11764705882352941,0.18181818181818182,0.11764705882352941,0.25,0.25,3.0,3.0,5.0,4,6,2.0,5.0,0,1,7,7,M,B,Y,1.0,B
8552,0.18181818181818182,0.11764705882352941,0.18181818181818182,0.1764705882352941,0.25,0.375,3.0,3.0,3.0,3,3,3.5,5.0,0,1,7,7,W,A,Y,0.0,B
8554,0.18181818181818182,0.1764705882352941,0.4545454545454546,0.1764705882352941,0.375,0.375,4.0,1.0,3.0,2,6,1.0,4.0,1,0,6,6,M,B,N,1.0,A
8556,0.09090909090909091,0.11764705882352941,0.4545454545454546,0.1764705882352941,0.375,0.25,4.0,1.0,2.0,3,4,6.0,6.0,0,1,7,7,W,B,N,0.0,B
8561,0.2727272727272727,0.0,0.09090909090909091,0.29411764705882354,0.25,0.125,4.0,3.0,5.0,5,5,5.0,5.0,1,0,5,6,M,A,N,0.0,B
8562,0.18181818181818182,0.23529411764705882,0.18181818181818182,0.058823529411764705,0.25,0.25,3.0,1.0,4.0,4,4,4.0,4.666666666666667,1,0,6,6,W,B,N,0.0,A
8564,0.2727272727272727,0.0,0.7272727272727273,0.47058823529411764,0.875,0.5,2.0,3.0,1.0,5,2,4.0,4.666666666666667,1,0,6,6,W,B,Y,0.0,B
8567,0.18181818181818182,0.23529411764705882,0.36363636363636365,0.7647058823529411,0.875,0.5,1.0,1.0,2.0,2,3,3.5,6.333333333333333,1,0,7,7,M,B,N,0.0,B
8569,0.09090909090909091,0.0,0.2727272727272727,0.3529411764705882,0.625,0.5,3.0,1.0,4.0,4,5,3.0,5.333333333333333,1,0,6,6,M,B,N,0.0,A
8572,0.18181818181818182,0.058823529411764705,0.36363636363636365,0.29411764705882354,0.375,0.375,3.0,1.0,1.0,3,4,4.0,4.666666666666667,1,0,5,5,W,A,Y,0.0,B
8574,0.2727272727272727,0.1764705882352941,0.4545454545454546,0.29411764705882354,0.375,0.375,4.0,2.0,5.0,4,5,4.0,5.333333333333333,1,0,6,6,M,A,Y,1.0,B
8578,0.18181818181818182,0.11764705882352941,0.4545454545454546,0.4117647058823529,0.5,0.5,3.0,1.0,2.0,3,4,4.0,5.333333333333333,0,0,5,6,M,B,N,2.0,A
8581,0.09090909090909091,0.11764705882352941,0.18181818181818182,0.3529411764705882,0.625,0.375,3.0,1.0,3.0,3,4,4.0,5.333333333333333,0,0,5,5,M,A,Y,3.0,A
8585,0.09090909090909091,0.058823529411764705,0.0,0.29411764705882354,0.375,0.25,3.0,1.0,2.0,6,6,6.0,4.0,1,0,4,5,M,B,N,2.0,A
8586,0.09090909090909091,0.058823529411764705,0.0,0.29411764705882354,0.625,0.25,4.0,1.0,1.0,5,5,6.0,5.0,1,0,5,5,M,B,N,1.0,A
8587,0.09090909090909091,0.058823529411764705,0.0,0.3529411764705882,0.125,0.0,4.0,1.0,1.0,6,6,6.0,5.0,0,1,5,5,M,B,N,2.0,A
8589,0.18181818181818182,0.23529411764705882,0.36363636363636365,0.23529411764705882,0.5,0.125,4.0,2.0,5.0,6,7,6.5,5.333333333333333,1,0,6,6,W,B,N,2.0,B
8591,0.2727272727272727,0.11764705882352941,0.4545454545454546,0.5294117647058824,1.0,0.625,3.0,3.0,2.0,6,7,6.5,5.333333333333333,0,1,6,6,W,B,N,0.0,B
8595,0.09090909090909091,0.11764705882352941,0.09090909090909091,0.11764705882352941,0.25,0.25,3.0,3.0,5.0,7,7,7.0,6.666666666666667,0,0,6,6,M,B,N,0.0,A
8597,0.18181818181818182,0.11764705882352941,0.18181818181818182,0.1764705882352941,0.375,0.25,4.0,1.0,2.0,4,5,6.0,4.333333333333333,1,0,6,7,W,B,N,2.0,B
8598,0.09090909090909091,0.29411764705882354,0.2727272727272727,0.6470588235294118,0.625,0.5,4.0,2.0,5.0,6,5,5.0,5.0,1,0,6,5,M,B,N,2.0,A
8600,0.4545454545454546,0.4117647058823529,0.18181818181818182,0.29411764705882354,0.375,0.25,4.0,1.0,2.0,5,6,3.5,4.666666666666667,1,0,7,7,M,B,N,0.0,B
8603,0.09090909090909091,0.23529411764705882,0.18181818181818182,0.47058823529411764,0.75,0.375,4.0,5.0,5.0,7,7,7.0,6.333333333333333,0,1,5,6,M,B,N,0.0,A
8605,0.09090909090909091,0.23529411764705882,0.09090909090909091,0.29411764705882354,0.375,0.25,4.0,2.0,5.0,6,5,6.0,5.333333333333333,1,0,6,6,M,B,N,0.0,A
8614,0.2727272727272727,0.1764705882352941,0.18181818181818182,0.3529411764705882,0.5,0.25,2.0,2.0,5.0,3,7,6.5,5.333333333333333,1,0,7,7,W,B,N,0.0,A
8615,0.18181818181818182,0.11764705882352941,0.4545454545454546,0.4117647058823529,0.875,0.5,2.0,2.0,3.0,5,5,5.0,4.333333333333333,0,0,7,7,M,B,Y,1.0,B
8620,0.2727272727272727,0.11764705882352941,0.4545454545454546,0.6470588235294118,0.75,0.625,1.0,1.0,2.0,6,6,5.0,5.0,1,0,5,5,M,B,N,2.0,B
8624,0.2727272727272727,0.11764705882352941,0.4545454545454546,0.5882352941176471,0.875,0.625,1.0,1.0,2.0,5,5,5.5,5.333333333333333,1,0,5,6,W,B,N,1.0,B
8630,0.18181818181818182,0.1764705882352941,0.5454545454545454,0.7058823529411764,0.625,0.625,1.0,1.0,2.0,6,6,6.0,5.333333333333333,0,1,6,6,W,B,Y,0.0,B
8631,0.5454545454545454,0.1764705882352941,0.36363636363636365,0.6470588235294118,0.75,0.625,1.0,1.0,2.0,5,5,5.5,4.333333333333333,0,1,6,6,W,B,N,1.0,B
8635,0.09090909090909091,0.23529411764705882,0.4545454545454546,0.5882352941176471,0.625,0.625,1.0,1.0,2.0,5,6,2.0,3.3333333333333335,1,0,5,5,W,B,Y,1.0,B
8636,0.09090909090909091,0.23529411764705882,0.36363636363636365,0.7647058823529411,0.625,0.5,1.0,1.0,2.0,6,6,3.0,4.0,1,0,5,5,W,B,N,1.0,B
8641,0.09090909090909091,0.11764705882352941,0.18181818181818182,0.3529411764705882,0.625,0.375,3.0,1.0,1.0,3,3,2.5,3.0,0,1,1,3,M,B,N,2.0,A
8643,0.18181818181818182,0.3529411764705882,0.36363636363636365,0.5882352941176471,0.75,0.375,2.0,1.0,1.0,4,4,3.0,4.0,0,0,5,5,M,B,N,1.0,A
8648,0.09090909090909091,0.058823529411764705,0.36363636363636365,0.3529411764705882,0.875,0.375,3.0,1.0,4.0,4,5,5.0,5.0,1,0,6,6,W,B,Y,1.0,B
8653,0.09090909090909091,0.058823529411764705,0.18181818181818182,0.4117647058823529,0.75,0.25,2.0,1.0,4.0,3,5,5.5,6.0,1,0,5,5,M,A,N,0.0,B
8655,0.09090909090909091,0.058823529411764705,0.36363636363636365,0.5294117647058824,0.75,0.375,4.0,1.0,3.0,4,5,4.0,5.0,0,0,6,6,W,B,Y,2.0,A
8660,0.09090909090909091,0.7058823529411764,0.5454545454545454,0.7058823529411764,0.5,0.5,4.0,4.0,4.0,6,6,4.0,6.0,0,1,7,7,M,A,N,0.0,A
8661,0.18181818181818182,0.1764705882352941,0.9090909090909092,0.47058823529411764,0.875,0.5,2.0,1.0,2.0,7,7,5.0,5.0,0,1,6,7,M,B,Y,1.0,B
8662,0.09090909090909091,0.11764705882352941,0.36363636363636365,0.47058823529411764,0.625,0.375,1.0,3.0,5.0,5,7,3.5,5.0,0,0,6,7,W,B,N,0.0,A
8665,0.18181818181818182,0.1764705882352941,0.2727272727272727,0.29411764705882354,0.625,0.5,4.0,1.0,5.0,4,6,4.0,5.333333333333333,0,1,6,6,M,B,N,1.0,B
8666,0.09090909090909091,0.1764705882352941,0.36363636363636365,0.1764705882352941,0.625,0.5,3.0,3.0,5.0,5,7,2.0,5.666666666666667,1,0,6,6,M,B,N,1.0,B
8672,0.09090909090909091,0.23529411764705882,0.2727272727272727,0.29411764705882354,0.75,0.625,4.0,2.0,2.0,6,6,3.5,4.666666666666667,0,1,6,7,M,B,N,2.0,B
8674,0.09090909090909091,0.1764705882352941,0.2727272727272727,0.5882352941176471,0.75,0.375,3.0,1.0,2.0,5,6,4.5,5.333333333333333,0,0,6,6,M,B,N,1.0,A
8675,0.09090909090909091,0.29411764705882354,0.5454545454545454,0.47058823529411764,0.5,0.375,3.0,1.0,2.0,5,5,3.5,5.0,0,0,5,5,M,B,N,1.0,B
8676,0.09090909090909091,0.3529411764705882,0.09090909090909091,0.4117647058823529,0.625,0.375,3.0,3.0,2.0,3,4,3.5,4.333333333333333,0,0,6,5,M,B,N,0.0,B
8679,0.2727272727272727,0.47058823529411764,0.5454545454545454,1.0,0.875,0.75,3.0,1.0,1.0,4,5,4.5,5.333333333333333,0,1,7,7,W,B,N,0.0,B
8682,0.09090909090909091,0.1764705882352941,0.4545454545454546,0.4117647058823529,0.625,0.5,2.0,1.0,1.0,4,5,4.0,5.333333333333333,0,0,6,6,W,B,Y,1.0,A
8684,0.36363636363636365,0.1764705882352941,0.2727272727272727,0.29411764705882354,0.125,0.375,3.0,1.0,5.0,2,6,3.5,6.0,0,1,6,6,M,B,Y,1.0,B
8686,0.18181818181818182,0.11764705882352941,0.18181818181818182,0.29411764705882354,0.75,0.375,4.0,1.0,2.0,4,4,3.5,6.0,0,1,6,6,M,B,N,2.0,B
8687,0.2727272727272727,0.29411764705882354,0.2727272727272727,0.3529411764705882,0.75,0.625,3.0,2.0,5.0,5,7,1.0,5.0,0,1,6,6,M,A,N,1.0,B
8690,0.18181818181818182,0.11764705882352941,0.18181818181818182,0.3529411764705882,0.625,0.375,3.0,3.0,5.0,6,6,3.5,6.0,1,0,6,6,W,B,N,0.0,B
8698,0.18181818181818182,0.11764705882352941,0.36363636363636365,0.1764705882352941,0.625,0.625,4.0,3.0,3.0,5,5,5.0,5.0,0,1,6,6,W,B,Y,0.0,B
8699,0.09090909090909091,0.058823529411764705,0.09090909090909091,0.23529411764705882,0.5,0.375,4.0,2.0,5.0,5,6,4.0,5.0,1,0,6,6,M,B,Y,1.0,B
8700,0.18181818181818182,0.058823529411764705,0.5454545454545454,0.4117647058823529,0.875,0.375,3.0,5.0,5.0,7,7,5.0,5.666666666666667,0,1,6,6,M,B,N,0.0,B
8701,0.09090909090909091,0.058823529411764705,0.0,0.23529411764705882,0.5,0.375,4.0,2.0,5.0,4,7,1.0,5.0,1,0,6,6,M,B,N,1.0,B
8702,0.18181818181818182,0.11764705882352941,0.6363636363636364,0.4117647058823529,0.625,0.375,4.0,3.0,5.0,4,4,6.0,7.0,1,0,5,7,W,B,Y,0.0,B
8705,0.2727272727272727,0.11764705882352941,0.18181818181818182,0.23529411764705882,0.5,0.375,3.0,1.0,5.0,4,6,5.5,5.666666666666667,1,0,7,6,M,B,N,1.0,B
8707,0.2727272727272727,0.6470588235294118,0.8181818181818182,0.8235294117647058,0.875,0.5,3.0,1.0,2.0,6,6,5.5,4.666666666666667,1,0,7,7,M,B,Y,1.0,B
8708,0.09090909090909091,0.0,0.36363636363636365,0.11764705882352941,0.625,0.625,1.0,1.0,2.0,4,4,4.0,5.0,1,0,6,6,W,B,N,0.0,B
8709,0.09090909090909091,0.058823529411764705,0.4545454545454546,0.3529411764705882,0.625,0.75,4.0,1.0,1.0,4,4,5.0,4.666666666666667,1,0,6,5,W,B,N,2.0,B
8710,0.09090909090909091,0.11764705882352941,0.4545454545454546,0.23529411764705882,0.625,0.375,4.0,1.0,3.0,4,5,4.0,4.333333333333333,0,0,6,6,W,B,Y,2.0,A
8713,0.09090909090909091,0.058823529411764705,0.7272727272727273,0.3529411764705882,0.75,0.625,4.0,1.0,3.0,3,3,4.5,4.0,1,0,6,6,M,B,N,2.0,B
8714,0.09090909090909091,0.058823529411764705,0.9090909090909092,0.8235294117647058,0.75,0.75,4.0,1.0,3.0,4,4,4.5,4.333333333333333,1,0,5,5,M,B,Y,2.0,B
8720,0.09090909090909091,0.11764705882352941,0.18181818181818182,0.47058823529411764,0.75,0.375,1.0,2.0,3.0,5,6,5.0,5.666666666666667,0,0,6,7,W,B,N,0.0,B
8721,0.09090909090909091,0.1764705882352941,0.36363636363636365,0.3529411764705882,0.5,0.375,3.0,2.0,4.0,5,5,5.0,5.666666666666667,0,1,6,7,W,B,Y,0.0,B
8722,0.09090909090909091,0.11764705882352941,0.18181818181818182,0.3529411764705882,0.625,0.375,3.0,2.0,4.0,5,6,5.0,5.666666666666667,0,0,6,6,W,B,Y,0.0,A
8723,0.09090909090909091,0.11764705882352941,0.2727272727272727,0.3529411764705882,0.625,0.375,1.0,2.0,4.0,4,6,5.0,5.666666666666667,0,0,5,6,M,B,Y,1.0,A
8725,0.09090909090909091,0.0,0.2727272727272727,0.3529411764705882,0.75,0.375,1.0,2.0,3.0,4,5,5.5,5.666666666666667,0,0,5,6,W,B,N,1.0,A
8730,0.18181818181818182,0.0,0.8181818181818182,0.23529411764705882,0.875,0.5,3.0,2.0,1.0,3,2,4.0,4.333333333333333,0,0,5,6,W,B,Y,0.0,B
8731,0.09090909090909091,0.0,0.5454545454545454,0.23529411764705882,0.5,0.5,4.0,2.0,5.0,5,5,4.0,4.666666666666667,0,0,6,5,W,B,N,1.0,B
